Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date),,
"4,05",Länsförsäkringar,3 månader,52 233,"1,5 mkr",4/1/2012,,
"4,05",Swedbank,Rörlig,52 235,212500 kr,111017,,
"4,05",Nordea,3 månader,53 232,,,,
"4,05",Länsförsäkringar,Rörlig,53 295,"1,3 mkr",obundet rörligt 3månaders,,
"4,05",Länsförsäkringar,3 månader,53 492,"1,6mkr",20120401,,
"4,05",SEB,5 år,54139,2,20120101,,
"4,05",Länsförsäkringar,3 månader,54 244,750000,120301,,
"4,05",Swedbank,Rörlig,54 430,,,,
"4,05",Swedbank,Rörlig,55 331,"0,9",Rörligt från mars 2010,,
"4,05",Länsförsäkringar,3 månader,55 446,600000,20120203,,
"4,05",Länsförsäkringar,3 månader,55 453,500000,20120401,,
"4,05",SBAB,3 månader,56 135,3 mkr,2/1/2012,,
"4,05",Länsförsäkringar,3 månader,56 146,"2,7",maj 2006,,
"4,05",Swedbank,3 månader,56 436,"1,98",Oktober 2010,,
"4,05",Länsförsäkringar,3 månader,57 833,330000,4/1/2012,,
"4,05",Handelsbanken,Rörlig,58 245,,,,
"4,05",Handelsbanken,Rörlig,58 245,,,,
"4,05",Länsförsäkringar,2 år,58564,"1,6",101201,,
"4,05",Swedbank,2 år,58955,"1,2 mkr",111101,,
"4,05",Swedbank,Rörlig,59 430,1mkr,20110830,,
"4,05",Länsförsäkringar,2 år,60213,595000,111101,,
"4,05",Nordea,Rörlig,61 071,400tkr,9/1/2010,,
"4,05",Handelsbanken,Rörlig,61 138,,,,
"4,05",Länsförsäkringar,Rörlig,61 496,800000,90801,,
"4,05",Nordea,3 år,61933,"1,8",2010,,
"4,05",Länsförsäkringar,Rörlig,62 158,450000,3/2/2012,,
"4,05",Länsförsäkringar,1 år,63222,865000,8/30/2011,,
"4,05",Swedbank,Rörlig,63 239,800000,-,,
"4,05",Swedbank,3 år,63239,"1,1 mkr",Mars 2011,,
"4,05",Danske Bank,1 år,64294,320000,20120229,,
"4,05",Swedbank,10 år,64592,600000,Nov-06,,
"4,05",Swedbank,Rörlig,65 463,"0,53",111229,,
"4,05",Danske Bank,3 månader,66 530,1500000,10/30/2011,,
"4,05",Länsförsäkringar,Rörlig,66 591,,,,
"4,05",Swedbank,3 månader,70 226,555000,110811,,
"4,05",Länsförsäkringar,Rörlig,71 892,,,,
"4,05",Swedbank,3 månader,72 217,1,90515,,
"4,05",SBAB,3 månader,73 140,"0,5",20120402,,
"4,05",Swedbank,Rörlig,73 440,,,,
"4,05",SBAB,3 månader,74 332,,,,
"4,05",Länsförsäkringar,3 månader,74 372,,,,
"4,05",Länsförsäkringar,Rörlig,74 638,1600000,20120401,,
"4,05",Swedbank,3 månader,74 942,"0,2 mkr",20110925,,
"4,05",Länsförsäkringar,2 år,75220,,,,
"4,05",Swedbank,Rörlig,75 758,600000,Apr-12,,
"4,05",Swedbank,3 månader,77 070,"0,3 mkr",1/28/2012,,
"4,05",Handelsbanken,3 månader,78 194,1 mkr,120201,,
"4,05",Länsförsäkringar,Rörlig,78 199,,,,
"4,05",Swedbank,3 månader,81 134,300000,120205,,
"4,05",Nordea,2 år,82493,"0,954",20101013,,
"4,05",Nordea,2 år,82493,1mkr,20101013,,
"4,05",Handelsbanken,3 månader,83 013,"5,2 mkr",2/1/2012,,
"4,05",Länsförsäkringar,2 år,83137,522000,12/20/2011,,
"4,05",Swedbank,Rörlig,84 031,,,,
"4,05",Swedbank,3 månader,88 192,",",20120301,,
"4,05",Swedbank,2 år,90654,,,,
"4,05",Nordea,3 månader,92 134,900000,20120327,,
"4,05",Länsförsäkringar,3 månader,93 142,"1,7 mkr",4/1/2012,,
"4,05",SBAB,Rörlig,96 168,455000,111222,,
"4,05",Nordea,3 månader,97 753,600000,Mars 2012,,
"4,05",SEB,Rörlig,11426,"0""","3,6",Juli 2009,
"4,05",SBAB,3 månader,13834,"0""",1,mars 2012,
"4,05",Handelsbanken,10 år,19467,"0""","1,4 mkr",Dec-10,
"4,05",Swedbank,3 månader,45143,"0""",120000,3/5/2012,
"4,05",Nordea,3 år,56143,"0""",350000,60301,
"4,05",Länsförsäkringar,3 månader,57231,"0""",1 mkr,120301,
"4,05",Swedbank,Rörlig,11 124,"2,384 mkr",ca 2000,,
"4,04",Handelsbanken,1 år,11224,"1,5",januari 2012,,
"4,04",SBAB,Rörlig,11 264,920.000 kr,20110520,,
"4,04",Handelsbanken,2 år,11325,,,,
"4,04",Handelsbanken,3 månader,11 336,"2,2 mkr",januari 2012,,
"4,04",Handelsbanken,3 månader,11 425,"0,8 mkr",120801,,
"4,04",Skandiabanken,3 månader,11 767,"1,8 mkr",120201,,
"4,04",SBAB,3 månader,12 067,830000 kr,februari 2012,,
"4,04",Handelsbanken,3 månader,12 241,"3,6",3/1/2012,,
"4,04",SBAB,3 månader,12 534,"2,4 mkr",juni 2009,,
"4,04",SBAB,3 månader,12 637,625000,20120402,,
"4,04",Nordea,2 år,13136,"1,5 mkr",6/30/2011,,
"4,04",Handelsbanken,3 månader,13 463,"1,475 mkr",Nov-11,,
"4,04",Nordea,2 år,13734,"1,2 mkr",Dec-10,,
"4,04",Swedbank,2 år,15534,"1,87 mkr",110601,,
"4,04",SEB,3 månader,16 739,,,,
"4,04",Handelsbanken,3 månader,16 858,,,,
"4,04",SEB,2 år,16972,"2,2",2/1/2011,,
"4,04",Skandiabanken,2 år,17568,"1,6 mkr",3/1/2011,,
"4,04",Nordea,2 år,17759,"1,7",4/1/2011,,
"4,04",Handelsbanken,3 månader,18 162,,,,
"4,04",Handelsbanken,Rörlig,18 433,"2,1 mkr",20120401,,
"4,04",Handelsbanken,3 månader,26 493,"0,2 mkr",mars 2009,,
"4,04",Swedbank,3 månader,33 532,"0,436 mkr",120130,,
"4,04",Swedbank,5 år,44191,,,,
"4,04",Swedbank,2 år,56531,,,,
"4,04",Swedbank,2 år,56531,,,,
"4,04",Handelsbanken,3 månader,60 365,,,,
"4,04",Nordea,2 år,63358,600000,20101127,,
"4,04",Nordea,2 år,63358,600000,20101127,,
"4,04",Nordea,2 år,63358,600000,20101127,,
"4,04",Nordea,2 år,67195,400000,101201,,
"4,04",Swedbank,3 år,72245,"1,6 mkr",12/6/2010,,
"4,04",Handelsbanken,3 månader,74 598,"1,5 mkr",2/1/2012,,
"4,04",Swedbank,3 månader,74 631,"1,3 mkr",Jan-12,,
"4,04",SBAB,Rörlig,74 638,"2,8 mkr",Feb-10,,
"4,04",Swedbank,3 år,79172,970000,6/10/2009,,
"4,04",Länsförsäkringar,2 år,83161,,,,
"4,04",Nordea,2 år,90596,"1,0 mkr",7/1/2011,,
"4,04",Handelsbanken,3 månader,11425,"0""","0,8 mkr",Augusti 2011,
"4,03",Handelsbanken,3 månader,11 218,,,,
"4,03",Handelsbanken,3 månader,11223,200 tkr,Sep-10,,
"4,03",Handelsbanken,3 månader,11223,200 tkr,Sep-10,,
"4,03",Nordea,3 månader,11 255,"0,3 mkr",11/23/2009,,
"4,03",Nordea,3 månader,11 255,"0,3 mkr",11/23/2009,,
"4,03",Handelsbanken,3 månader,11 267,"1,8 mkr",3/30/2012,,
"4,03",Handelsbanken,3 månader,11 350,,,,
"4,03",Handelsbanken,3 månader,11 426,,,,
"4,03",Handelsbanken,3 månader,11 430,"2,5",4/1/2012,,
"4,03",SBAB,3 månader,11 530,,,,
"4,03",Nordea,3 månader,11 647,"3,8",120111,,
"4,03",SEB,3 månader,11 736,586,Sep-11,,
"4,03",Handelsbanken,3 månader,12 130,,,,
"4,03",SBAB,Rörlig,12 628,"3,3 mkr",2012,,
"4,03",SBAB,3 månader,12 649,"1,63",3/25/2012,,
"4,03",Handelsbanken,3 månader,13 171,,,,
"4,03",Handelsbanken,3 månader,13 336,"0,3",2/1/2012,,
"4,03",Handelsbanken,8 år,13336,"0,6",1/1/2005,,
"4,03",Handelsbanken,3 månader,13 347,"2,5 mkr",20111231,,
"4,03",Nordea,3 år,13543,"1,9",10/22/2011,,
"4,03",Handelsbanken,Rörlig,13 555,"1,2 mkr",110115,,
"4,03",Handelsbanken,3 månader,13 669,"3,0 mkr",120301,,
"4,03",Handelsbanken,3 månader,13 834,,,,
"4,03",Handelsbanken,3 månader,13 939,,,,
"4,03",Handelsbanken,3 månader,16 346,,,,
"4,03",Handelsbanken,3 månader,16 833,"1,832 mkr",20120120,,
"4,03",Handelsbanken,1 år,16855,,,,
"4,03",Handelsbanken,2 år,16865,1360000,110830,,
"4,03",Swedbank,3 månader,17 075,2500000,4/23/2011,,
"4,03",Handelsbanken,3 månader,17 441,685000,2/1/2012,,
"4,03",Handelsbanken,2 år,17891,"7,225 mkr",110401,,
"4,03",Handelsbanken,3 månader,18 138,1500000,3/23/2012,,
"4,03",Handelsbanken,3 månader,18 144,,,,
"4,03",Handelsbanken,3 månader,18 261,6,20120130,,
"4,03",Handelsbanken,Rörlig,18 451,"1,3 mkr",Mars 2012,,
"4,03",Handelsbanken,Rörlig,19 462,"2,4 mkr",3/1/2012,,
"4,03",Handelsbanken,3 månader,21 236,2125000,120401,,
"4,03",Handelsbanken,Rörlig,21 459,"1,5 mrk",111108,,
"4,03",Handelsbanken,3 månader,27 133,3600000,120201,,
"4,03",Handelsbanken,1 år,27660,525000,Maj 2011,,
"4,03",Handelsbanken,3 månader,29 173,"1,05",Apr-12,,
"4,03",Nordea,2 år,33143,480000,111001,,
"4,03",Handelsbanken,3 månader,33 236,,,,
"4,03",Nordea,3 månader,34 293,"1,3",1/1/2012,,
"4,03",Nordea,3 månader,37 430,,,,
"4,03",Nordea,3 månader,37 430,,,,
"4,03",Skandiabanken,2 år,41318,,,,
"4,03",Handelsbanken,3 månader,41 464,,,,
"4,03",Handelsbanken,3 månader,41 464,,,,
"4,03",Handelsbanken,3 månader,41 676,"1,5",Apr-12,,
"4,03",SBAB,3 månader,42 453,"0,968 mkr",mars 2012,,
"4,03",Handelsbanken,3 månader,42 735,"1,360 mkr",Sep-10,,
"4,03",SBAB,3 månader,43 440,"1,9",4/1/2012,,
"4,03",Handelsbanken,3 månader,43 531,"2,2 mkr",120220,,
"4,03",Handelsbanken,3 månader,44 339,3 mkr,120131,,
"4,03",Handelsbanken,3 månader,44 837,"1,1 mkr",4/1/2012,,
"4,03",Swedbank,3 månader,45 205,,,,
"4,03",Länsförsäkringar,Rörlig,52 162,3500000,Januari 2012,,
"4,03",Länsförsäkringar,Rörlig,52 162,3500000,Januari 2012,,
"4,03",Handelsbanken,Rörlig,58 758,"2,5",9/30/2011,,
"4,03",Handelsbanken,Rörlig,58 950,"3,0 mkr",111111,,
"4,03",Handelsbanken,Rörlig,59 041,,,,
"4,03",Handelsbanken,3 månader,59 077,58000,4/2/2012,,
"4,03",Swedbank,3 månader,59 544,"2,2",12/1/2011,,
"4,03",Handelsbanken,3 månader,60 365,,,,
"4,03",Handelsbanken,Rörlig,72 210,,,,
"4,03",Swedbank,Rörlig,74 532,,,,
"4,03",Handelsbanken,3 månader,75 326,,,,
"4,03",SBAB,3 månader,75 423,"1,2 mkr",Mars 2012,,
"4,03",Länsförsäkringar,2 år,79195,600000,10/15/2011,,
"4,03",Handelsbanken,3 månader,80 595,"1,3",120201,,
"4,03",Handelsbanken,3 månader,83 245,"1,8",120301,,
"4,03",Handelsbanken,3 månader,86 030,"1,1 mkr",1/31/2012,,
"4,03",Handelsbanken,1 år,11730,"0""",,,
"4,03",Handelsbanken,3 månader,11 122,"2,5",rörligt,,
"4,02",Länsförsäkringar,3 månader,11 323,,,,
"4,02",SBAB,3 månader,11 528,"1,6 mkr",Januari 2012,,
"4,02",Handelsbanken,3 månader,11 735,410000,Apr-12,,
"4,02",SBAB,3 månader,11 825,,,,
"4,02",SBAB,3 månader,11 848,1244000,3/12/2012,,
"4,02",Swedbank,3 månader,12 038,"2,3 mkr",20110502,,
"4,02",SBAB,3 månader,12 143,1300000,2/1/2006,,
"4,02",SBAB,3 månader,12 153,"1,35 mkr",120331,,
"4,02",Handelsbanken,3 månader,12 260,,,,
"4,02",SBAB,3 månader,12 629,2700000,2/1/2012,,
"4,02",Handelsbanken,3 år,13672,"1,6 mkr",7/1/2011,,
"4,02",Handelsbanken,Rörlig,13 754,"2,5",-,,
"4,02",SBAB,Rörlig,14 452,"1,6 mkr",1/30/2012,,
"4,02",SBAB,3 månader,14 744,"1,9",januari 2012,,
"4,02",Handelsbanken,3 månader,16 443,,,,
"4,02",Swedbank,3 månader,16 741,,,,
"4,02",Swedbank,3 månader,16 741,,,,
"4,02",Swedbank,3 månader,16 741,,,,
"4,02",Nordea,3 månader,16 864,495000,2011,,
"4,02",Handelsbanken,Rörlig,18 190,,,,
"4,02",Handelsbanken,3 månader,18 360,,,,
"4,02",Swedbank,3 månader,18 650,"1,65 mkr",20120228,,
"4,02",Länsförsäkringar,3 månader,18 655,"2,4",120130,,
"4,02",Handelsbanken,2 år,19478,"2,8 mkr",3/1/2011,,
"4,02",Handelsbanken,2 år,21459,"2,3 mkr",20111101,,
"4,02",SBAB,3 månader,23 376,"1,75 mkr",20110401,,
"4,02",Handelsbanken,3 månader,26 453,,,,
"4,02",Länsförsäkringar,Rörlig,29 436,"9,5",20120301,,
"4,02",Handelsbanken,Rörlig,30 256,1955000,120301,,
"4,02",Swedbank,3 månader,39 363,750000,120128,,
"4,02",Handelsbanken,2 år,42437,"1,5",20101231,,
"4,02",Swedbank,3 år,43268,"1,3",10/10/2010,,
"4,02",Handelsbanken,3 månader,43 994,"0,700mkr",mars 2012,,
"4,02",Handelsbanken,3 månader,43 994,"0,700mkr",mars 2012,,
"4,02",Handelsbanken,2 år,44237,561000,2/1/2011,,
"4,02",Swedbank,5 år,45633,,,,
"4,02",Swedbank,3 år,46173,245000,20100404,,
"4,02",Handelsbanken,3 månader,50 730,,,,
"4,02",Handelsbanken,3 månader,50 730,,,,
"4,02",Swedbank,1 år,51156,"1,4 mkr",3/23/2011,,
"4,02",SEB,2 år,59098,"0,52 mkr",juni 2011,,
"4,02",SBAB,30,62 150,430000,20120130,,
"4,02",Swedbank,Rörlig,64 131,"1,9",4/3/2012,,
"4,02",Swedbank,3 månader,64 131,"1,9",20,,
"4,02",Handelsbanken,3 månader,64 332,"0,6",20120301,,
"4,02",Handelsbanken,2 år,64430,680000,1/10/2012,,
"4,02",Handelsbanken,3 månader,72 348,"3,9 mkr",Feb-12,,
"4,02",Handelsbanken,2 år,73140,"0,3",Jan-11,,
"4,02",Swedbank,Rörlig,75 434,,,,
"4,02",SBAB,Rörlig,75 598,,,,
"4,02",Handelsbanken,3 månader,78 195,,,,
"4,02",Handelsbanken,Rörlig,79 172,300000,Apr-12,,
"4,02",Handelsbanken,3 månader,11521,"0""",305000,120301,
"4,02",Handelsbanken,Rörlig,11741,"0""",1800000,3/1/2012,
"4,02",Swedbank,Rörlig,12746,"0""","1,1 mkr",120328,
"4,02",Länsförsäkringar,3 månader,17961,"0""",,,
"4,02",Handelsbanken,3 månader,30230,"0""",,,
"4,01",Skandiabanken,1 år,11340,"2,1 mkr",2/1/2012,,
"4,01",Handelsbanken,3 månader,11 732,"1,7",20120228,,
"4,01",Nordea,Rörlig,11 769,,,,
"4,01",Handelsbanken,3 månader,12 540,"1,8 mkr",120201,,
"4,01",Swedbank,3 månader,16 974,,,,
"4,01",Handelsbanken,2 år,17272,"1,4",3/1/2011,,
"4,01",Handelsbanken,Rörlig,18 190,"1,6 mkr",Januari 2011,,
"4,01",SBAB,3 månader,18 248,"2,125 mkr",3/1/2012,,
"4,01",Skandiabanken,1 år,18357,"2,5 mkr",5/1/2011,,
"4,01",Handelsbanken,3 månader,18 451,"0,27 mkr",Mars 2012,,
"4,01",SBAB,3 månader,19 439,,,,
"4,01",Swedbank,1 år,21215,,,,
"4,01",Swedbank,Rörlig,29 477,,,,
"4,01",Handelsbanken,Rörlig,46 293,"1,2 mkr",Apr-08,,
"4,01",Swedbank,Rörlig,51 198,"0,6 mkr",2006,,
"4,01",SBAB,Rörlig,53 157,"01.0""3","00""",12/15/2011,
"4,01",Swedbank,3 månader,53 159,379000,3/28/2012,,
"4,01",Länsförsäkringar,3 år,57193,495000,10/30/2011,,
"4,01",Swedbank,3 månader,61 042,"1,8 mkr",Januari 2010,,
"4,01",Swedbank,3 månader,61 042,"1,8 mkr",Januari 2010,,
"4,01",Swedbank,3 månader,72 209,1657500,0,,
"4,01",Skandiabanken,Rörlig,75 260,,,,
"4,01",Nordea,3 månader,75 329,"0,5",110603,,
"4,01",Swedbank,Rörlig,83 161,,,,
"4,01",SBAB,3 månader,84 031,220000,120331,,
"4,01",Handelsbanken,3 månader,97 234,595000,-,,
"4,01",SBAB,1 år,12940,"0""",756000,Mars 2012,
"4,01",Handelsbanken,3 månader,16352,"0""",970000,20120326,
"4,01",Handelsbanken,3 månader,63343,"0""",770 tkr,Jan-12,
"4,01",Swedbank,5 år,74632,"0""","1,5",9/20/2012,
"3,99",SBAB,3 månader,11 225,"1,4 mkr",20120401,,
"3,99",Skandiabanken,3 månader,11 230,,,,
"3,99",Handelsbanken,2 år,11253,,,,
"3,99",Swedbank,2 år,11343,"2,2",Juni 2011,,
"3,99",Handelsbanken,3 månader,11 425,"1,6",12/1/2011,,
"3,99",SBAB,2 år,11538,1348000,3/28/2012,,
"3,99",Swedbank,1 år,12248,"1,6 mkr",110401,,
"3,99",SBAB,Rörlig,12 462,,,,
"3,99",Nordea,3 månader,12 541,2 mkr,120230,,
"3,99",Swedbank,Rörlig,12 655,,,,
"3,99",Handelsbanken,5 år,13133,"2,4 mkr",augusti 2011,,
"3,99",SEB,5 år,13142,,,,
"3,99",SEB,3 månader,13 242,246500,120413,,
"3,99",Handelsbanken,1 år,13434,,,,
"3,99",Handelsbanken,3 månader,14 139,"0,3 mkr",3/1/2012,,
"3,99",SEB,2 år,14170,3,mars 2011,,
"3,99",SEB,1 år,14433,1230000,20110430,,
"3,99",SEB,3 månader,16 344,"2,3 mkr",120401,,
"3,99",Handelsbanken,3 månader,17 232,"1,015",Mars 2012,,
"3,99",Swedbank,3 månader,17 831,"1,2 mkr",Februaru 2012,,
"3,99",Handelsbanken,3 månader,18 141,,,,
"3,99",Handelsbanken,Rörlig,18 337,"1,25 mkr",3/1/2012,,
"3,99",Handelsbanken,3 månader,18 363,,,,
"3,99",Nordea,2 år,18641,,,,
"3,99",SBAB,3 månader,18 646,700000,2/25/2012,,
"3,99",SEB,Rörlig,18 776,"01.0""5","00""",120401,
"3,99",SEB,3 månader,19 248,"0,7",mars 2012,,
"3,99",SEB,2 år,19271,990000,mars 2011,,
"3,99",SEB,3 månader,19 637,2302500,120328,,
"3,99",Handelsbanken,Rörlig,21 564,700000,110301,,
"3,99",SBAB,3 månader,21 831,,,,
"3,99",Skandiabanken,Rörlig,22 738,"2,1mkr",mars 2012,,
"3,99",Handelsbanken,3 månader,23 633,"1,9 mkr",12/12/2011,,
"3,99",Swedbank,3 månader,24 033,600000,20120208,,
"3,99",Nordea,5 år,25435,"1,5",9/10/2010,,
"3,99",SEB,Rörlig,26 145,470000 kr,20120402,,
"3,99",Handelsbanken,2 år,26336,"0,95 mkr",4/1/2011,,
"3,99",Handelsbanken,Rörlig,26 363,"2,2 mkr",Har inte bundit det..,,
"3,99",Handelsbanken,3 månader,26 363,"2,2 mkr",4/1/2012,,
"3,99",Swedbank,Rörlig,27 534,,,,
"3,99",Handelsbanken,3 månader,27 736,"3,0 mkr",120301,,
"3,99",Swedbank,3 år,29635,"2,3",20110809,,
"3,99",Nordea,3 månader,29 672,,,,
"3,99",Swedbank,3 månader,30 578,687000,20120301,,
"3,99",Swedbank,5 år,33154,500000,Apr-12,,
"3,99",Swedbank,Rörlig,34 334,530000,mars 2012,,
"3,99",Swedbank,3 månader,41 143,,,,
"3,99",Handelsbanken,5 år,41305,,,,
"3,99",Nordea,Rörlig,41 320,"1,5mkr",rörligt,,
"3,99",Handelsbanken,3 månader,42 163,,,,
"3,99",Handelsbanken,3 månader,42 677,1100000,mars 2012,,
"3,99",Handelsbanken,5 år,43276,"0,9",3/15/2009,,
"3,99",Handelsbanken,1 år,43539,"3,2",12/31/2011,,
"3,99",Swedbank,5 år,44274,,,,
"3,99",Nordea,1 år,51796,"01.0""2","00""",1/27/2012,
"3,99",Nordea,3 månader,55 448,"0,782 mkr",10/27/2011,,
"3,99",Nordea,3 månader,55 448,"0,782 mkr",10/27/2011,,
"3,99",SEB,10 år,56242,,,,
"3,99",Länsförsäkringar,3 månader,58 431,570000,4/2/2012,,
"3,99",SEB,Rörlig,58 561,2 mkr,Mars 2010,,
"3,99",Swedbank,3 månader,59 162,"1,0 mkr",20120115,,
"3,99",Swedbank,2 år,61336,400000,111103,,
"3,99",Swedbank,Tre olika bundna,64 630,"0,7 mkr",120114,,
"3,99",SEB,3 år,70226,585000,Juni 2011,,
"3,99",SEB,2 år,70356,460000,2/25/2011,,
"3,99",Nordea,5 år,74011,,,,
"3,99",Swedbank,3 månader,74 571,800000,201201402,,
"3,99",Nordea,3 månader,74 641,2300000,120301,,
"3,99",Swedbank,3 månader,75 264,1 mkr,3/27/2012,,
"3,99",Nordea,2 år,75443,"1,425",3/18/2010,,
"3,99",Swedbank,3 månader,75 471,800000,120402,,
"3,99",SEB,2 år,78443,,,,
"3,99",Swedbank,3 månader,79 332,186000,120301,,
"3,99",Swedbank,1 år,80252,,,,
"3,99",Handelsbanken,3 år,83141,,,,
"3,99",Nordea,2 år,83541,"0,937 mkr",110615,,
"3,99",Länsförsäkringar,3 månader,87 130,"1,7",120330,,
"3,99",Länsförsäkringar,Rörlig,89 140,"0,58 mkr",Apr-12,,
"3,99",Handelsbanken,3 månader,91 342,850000,20110607,,
"3,99",Handelsbanken,3 månader,93 236,342000,4/1/2012,,
"3,99",Swedbank,5 år,95040,392000,8/17/2010,,
"3,99",Handelsbanken,Rörlig,23942,"0""",,,
"3,99",Handelsbanken,Rörlig,28137,"0""","1,8",Apr-09,
"3,99",Handelsbanken,2 år,42138,"0""",,,
"3,98",SBAB,2 år,11221,"4,7 mkr",Sep-10,,
"3,98",Skandiabanken,3 månader,11 230,,,,
"3,98",Skandiabanken,3 månader,11 230,,,,
"3,98",Handelsbanken,1 år,11240,"1,5",9/14/2011,,
"3,98",Handelsbanken,3 månader,11 247,380000,2/1/2012,,
"3,98",Handelsbanken,1 år,11259,"1,4",1/12/2012,,
"3,98",SEB,Rörlig,11 269,"1,350 mkr",Dec-11,,
"3,98",SEB,2 år,11328,"3,6",20100701,,
"3,98",SBAB,3 månader,11 339,"2,5",Augusti 2011,,
"3,98",Handelsbanken,2 år,11527,"1,1 mkr",6/1/2011,,
"3,98",SBAB,3 månader,11 726,"1,28mkr",1/15/2012,,
"3,98",Handelsbanken,3 månader,11 727,"2,8",Apr-12,,
"3,98",Handelsbanken,3 månader,11 741,,,,
"3,98",Handelsbanken,Rörlig,11 846,,,,
"3,98",Handelsbanken,3 månader,12 060,,,,
"3,98",Nordea,Rörlig,12 068,"2,3",20120201,,
"3,98",Handelsbanken,3 månader,12 245,690000,2012,,
"3,98",SEB,3 månader,12 949,,,,
"3,98",SEB,3 månader,12 949,,,,
"3,98",SBAB,3 månader,13 550,3 mkr,3/30/2012,,
"3,98",Handelsbanken,3 månader,14 444,"1,1 mkr",januari 2012,,
"3,98",Swedbank,3 månader,14 640,,,,
"3,98",Handelsbanken,3 månader,15 168,,,,
"3,98",SBAB,3 månader,16 245,"1,4",1712012,,
"3,98",Handelsbanken,3 månader,16 253,"1,9",Apr-12,,
"3,98",Handelsbanken,Rörlig,16 266,"1,2 mkr",mars 2012,,
"3,98",SBAB,3 månader,16 552,,,,
"3,98",SBAB,3 månader,16 552,"1,65 mkr",mars 2012,,
"3,98",Handelsbanken,3 månader,16 762,"5,2",2/1/2012,,
"3,98",Handelsbanken,3 månader,16 873,"1,3 mkr",Februari 2012,,
"3,98",Handelsbanken,1 år,16950,"2,7 mkr",110430,,
"3,98",Handelsbanken,Rörlig,17 548,,,,
"3,98",Handelsbanken,3 månader,18 144,,,,
"3,98",Handelsbanken,3 månader,18 144,,,,
"3,98",Handelsbanken,1 år,18158,,,,
"3,98",Handelsbanken,3 månader,18 159,"1,7 mkr",120404,,
"3,98",Handelsbanken,3 månader,18 237,180224,120401,,
"3,98",Handelsbanken,2 år,18352,67000,100630,,
"3,98",SEB,3 månader,18 460,,,,
"3,98",SBAB,40år,18491,"2,6 mkr",Februari 2012,,
"3,98",SBAB,40år,18491,"2,6 mkr",Februari 2012,,
"3,98",SEB,3 år,18730,"0,385",12/28/2010,,
"3,98",Handelsbanken,3 månader,18 742,1090000,4/1/2012,,
"3,98",Handelsbanken,3 månader,19 135,"2,8",2/4/2010,,
"3,98",Skandiabanken,Rörlig,19 253,"1,7",3/1/2012,,
"3,98",Handelsbanken,1 år,19471,273524,5/4/2011,,
"3,98",Swedbank,Rörlig,21 116,,,,
"3,98",SBAB,Rörlig,22 651,"1,5mkr",120315,,
"3,98",Handelsbanken,Rörlig,23 593,,,,
"3,98",Swedbank,3 månader,25 433,"1,5 mkr",mars 2012,,
"3,98",Länsförsäkringar,3 månader,25 474,3000000,20120301,,
"3,98",Swedbank,Rörlig,26 146,,,,
"3,98",Swedbank,1 år,26871,"0,63",111010,,
"3,98",SBAB,1 år,29594,,,,
"3,98",Nordea,3 månader,37 165,3 mkr,20120315,,
"3,98",SBAB,2 år,37238,,,,
"3,98",Handelsbanken,1 år,41276,"1,4",110601,,
"3,98",Nordea,3 månader,42 250,850000,60601,,
"3,98",Nordea,3 månader,42 250,"0,8 mkr",mars 2008,,
"3,98",Swedbank,3 år,42941,,,,
"3,98",Swedbank,2 år,46493,,,,
"3,98",SEB,3 år,51171,"1,1 mkr",12/31/2010,,
"3,98",Swedbank,5 år,53151,,,,
"3,98",Handelsbanken,3 månader,57 893,"1,3 mkr",20120401,,
"3,98",Swedbank,3 månader,60 222,"0,2 mkr",2/28/2012,,
"3,98",Handelsbanken,3 månader,60 361,"1,95 mkr",2/1/2012,,
"3,98",Handelsbanken,1 år,60365,"2,6 mkr",2011,,
"3,98",Handelsbanken,3 månader,61 163,500000,Augusti 2011,,
"3,98",Handelsbanken,2 år,61163,416000,Juni 2011,,
"3,98",Handelsbanken,2 år,61163,416000,Juni 2011,,
"3,98",Swedbank,2 år,61233,700000,mars 2012,,
"3,98",Handelsbanken,3 månader,61 498,"1,25",3/1/2012,,
"3,98",Swedbank,2 år,63239,718,2011,,
"3,98",Handelsbanken,5 år,66341,900000,Apr-12,,
"3,98",SEB,Rörlig,70 595,"1,9 mkr",Mars 2012,,
"3,98",SBAB,2 år,73130,730000,januari 2011,,
"3,98",Handelsbanken,5 år,75226,640858,12/1/2009,,
"3,98",Handelsbanken,2 år,75322,"1,6",8/1/2011,,
"3,98",Nordea,3 månader,75 759,"1,2 mkr",120101,,
"3,98",Handelsbanken,3 månader,76 010,"2,1 mkr",Aug-11,,
"3,98",Swedbank,Rörlig,83 162,"1,2",20120201,,
"3,98",Länsförsäkringar,3 månader,84 064,,,,
"3,98",Swedbank,3 månader,90 788,"0,34",20120303,,
"3,98",Handelsbanken,3 månader,25476,"0""",2 mkr,Apr-12,
"3,98",Handelsbanken,3 månader,61434,"0""","1,75",3/1/2012,
"3,98",Handelsbanken,3 månader,90433,"0""",2380000,Feb-12,
"3,97",SBAB,3 månader,11 225,,,,
"3,97",Handelsbanken,3 år,11321,"1,5 mkr",110114,,
"3,97",Handelsbanken,3 månader,11 331,970000,4/1/2012,,
"3,97",Handelsbanken,3 månader,11 338,,,,
"3,97",Handelsbanken,3 månader,11 353,,,,
"3,97",SEB,2 år,11361,792000,4/28/2011,,
"3,97",Swedbank,3 månader,11 663,,,,
